object_path,asset_name,asset_class_path,evidence_freshness,stage,status,ambiguous_count,not_recovered_count,source_not_available_count,stale_count,failure_reason,gap_count
/Game/Packs/TidesOfFortune/Structures/PirateChest/SupplyCrate_BuriedTreasurePirate_Mastercraft.SupplyCrate_BuriedTreasurePirate_Mastercraft,SupplyCrate_BuriedTreasurePirate_Mastercraft,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,1,1,0,,2
/Game/Packs/TidesOfFortune/Structures/PirateChest/SupplyCrate_BuriedTreasurePirate_Primitive.SupplyCrate_BuriedTreasurePirate_Primitive,SupplyCrate_BuriedTreasurePirate_Primitive,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,1,1,0,,2
/Game/Packs/TidesOfFortune/Structures/PirateChest/SupplyCrate_BuriedTreasurePirate_Ramshackle.SupplyCrate_BuriedTreasurePirate_Ramshackle,SupplyCrate_BuriedTreasurePirate_Ramshackle,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,1,1,0,,2
/Game/PrimalEarth/CoreBlueprints/Buffs/Buff_Base.Buff_Base,Buff_Base,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/PrimalEarth/CoreBlueprints/Projectiles/ProjCannonBall.ProjCannonBall,ProjCannonBall,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,2,0,0,,2
/Game/ASA/Dinos/Archelon/Dinos/Consumables/PrimalItemConsumable_Veggie_TurtleAlgae_ASA.PrimalItemConsumable_Veggie_TurtleAlgae_ASA,PrimalItemConsumable_Veggie_TurtleAlgae_ASA,/Script/Engine.Blueprint,STALE,blueprint_evidence,STALE,0,0,0,1,PACKAGE_SHA256_MISMATCH,1
/Game/PrimalEarth/CoreBlueprints/CORE_PrimalGameData.CORE_PrimalGameData,CORE_PrimalGameData,/Script/Engine.Blueprint,STALE,blueprint_evidence,STALE,0,0,0,1,PACKAGE_SHA256_MISMATCH,1
/Game/PrimalEarth/CoreBlueprints/HarvestComponents/MetalHarvestComponent.MetalHarvestComponent,MetalHarvestComponent,/Script/Engine.Blueprint,STALE,blueprint_evidence,STALE,0,0,0,1,PACKAGE_SHA256_MISMATCH,1
/Game/PrimalEarth/CoreBlueprints/PrimalGameDataARKNX_BP.PrimalGameDataARKNX_BP,PrimalGameDataARKNX_BP,/Script/Engine.Blueprint,STALE,blueprint_evidence,STALE,0,0,0,1,PACKAGE_SHA256_MISMATCH,1
/Game/PrimalEarth/CoreBlueprints/PrimalGameData_BP.PrimalGameData_BP,PrimalGameData_BP,/Script/Engine.Blueprint,STALE,blueprint_evidence,STALE,0,0,0,1,PACKAGE_SHA256_MISMATCH,1
/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_Metal.PrimalItemResource_Metal,PrimalItemResource_Metal,/Script/Engine.Blueprint,STALE,blueprint_evidence,STALE,0,0,0,1,PACKAGE_SHA256_MISMATCH,1
/Game/Mods/MegachelonDeepWaterVisualizer/BP_Megachelon_DeepWaterProbe.BP_Megachelon_DeepWaterProbe,BP_Megachelon_DeepWaterProbe,/Script/Engine.Blueprint,SOURCE_NOT_AVAILABLE,blueprint_evidence,SOURCE_NOT_AVAILABLE,0,0,1,0,,1
/Game/Mods/MegachelonDeepWaterVisualizer/BP_Megachelon_DeepWaterProbe.BP_Megachelon_DeepWaterProbe,BP_Megachelon_DeepWaterProbe,/Script/Engine.Blueprint,SOURCE_NOT_AVAILABLE,serialized_reference_surface,SOURCE_NOT_AVAILABLE,0,0,1,0,PACKAGE_NOT_IN_CURRENT_DEVKIT,1
/Game/Mods/MegachelonDeepWaterVisualizer/BP_Megachelon_MatingProbe.BP_Megachelon_MatingProbe,BP_Megachelon_MatingProbe,/Script/Engine.Blueprint,SOURCE_NOT_AVAILABLE,blueprint_evidence,SOURCE_NOT_AVAILABLE,0,0,1,0,,1
/Game/Mods/MegachelonDeepWaterVisualizer/BP_Megachelon_MatingProbe.BP_Megachelon_MatingProbe,BP_Megachelon_MatingProbe,/Script/Engine.Blueprint,SOURCE_NOT_AVAILABLE,serialized_reference_surface,SOURCE_NOT_AVAILABLE,0,0,1,0,PACKAGE_NOT_IN_CURRENT_DEVKIT,1
/Game/ASA/Dinos/Archelon/Dinos/Buffs/Buff_ArchelonCharged_ASA.Buff_ArchelonCharged_ASA,Buff_ArchelonCharged_ASA,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,1,0,,1
/Game/ASA/Dinos/Gigantoraptor/Buffs/Buff_GigantoraptorPassProtection.Buff_GigantoraptorPassProtection,Buff_GigantoraptorPassProtection,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,1,0,,1
